File,Name,Kind,Signature,Description
src/animation/index.ts,easeInOutBounce,reexport,re-export from './easings',
src/animation/index.ts,EASINGS,reexport,re-export from './easings',
src/animation/index.ts,EasingName,reexport,re-export from './easings',
src/animation/index.ts,SPRING_PRESETS,reexport,re-export from './easings',
src/animation/index.ts,useAnimator,reexport,re-export from './useAnimator',
src/animation/index.ts,tweenPose,reexport,re-export from './poseHelpers',
src/animation/index.ts,springPose,reexport,re-export from './poseHelpers',
src/animation/index.ts,TweenPoseOptions,reexport,re-export from './poseHelpers',
src/animation/index.ts,SpringPoseOptions,reexport,re-export from './poseHelpers',
src/animation/index.ts,* from './wrappers',reexport-all,*,
src/animation/index.ts,momentum,reexport,re-export from './behaviors/momentum',
src/animation/index.ts,MomentumOptions,reexport,re-export from './behaviors/momentum',
src/animation/poseHelpers.ts,TweenPoseOptions,interface,"{ id, to, ms, easing, geometry, recordOp, opLabel, onDone }",
src/animation/poseHelpers.ts,TweenPoseOptions.id,field,string,
src/animation/poseHelpers.ts,TweenPoseOptions.to,field,TPose,
src/animation/poseHelpers.ts,TweenPoseOptions.ms,field,number,
src/animation/poseHelpers.ts,TweenPoseOptions.easing?,field,EasingFn,
src/animation/poseHelpers.ts,TweenPoseOptions.geometry?,field,PoseDescriptor<TPose>,"Pose descriptor with a lerp(from, to, t) method."
src/animation/poseHelpers.ts,TweenPoseOptions.recordOp?,field,boolean,"When true (default), emit a transform op before the tween so undo restores the pre-animation pose."
src/animation/poseHelpers.ts,TweenPoseOptions.opLabel?,field,string,Label for the recorded op.
src/animation/poseHelpers.ts,TweenPoseOptions.onDone?,field,() => void,
src/animation/poseHelpers.ts,SpringPoseOptions,interface,"{ id, to, preset, stiffness, damping, mass, geometry, recordOp, opLabel, onDone }",
src/animation/poseHelpers.ts,SpringPoseOptions.id,field,string,
src/animation/poseHelpers.ts,SpringPoseOptions.to,field,TPose,
src/animation/poseHelpers.ts,SpringPoseOptions.preset?,field,SpringPresetName,
src/animation/poseHelpers.ts,SpringPoseOptions.stiffness?,field,number,
src/animation/poseHelpers.ts,SpringPoseOptions.damping?,field,number,
src/animation/poseHelpers.ts,SpringPoseOptions.mass?,field,number,
src/animation/poseHelpers.ts,SpringPoseOptions.geometry?,field,PoseDescriptor<TPose>,
src/animation/poseHelpers.ts,SpringPoseOptions.recordOp?,field,boolean,
src/animation/poseHelpers.ts,SpringPoseOptions.opLabel?,field,string,
src/animation/poseHelpers.ts,SpringPoseOptions.onDone?,field,() => void,
src/animation/poseHelpers.ts,tweenPose,function,"(animator: Animator, adapter: SceneAdapter<TObject, TPose>, opts: TweenPoseOptions<TPose>) => AnimationHandle",
src/animation/poseHelpers.ts,tweenPose.animator,param,animator: Animator,
src/animation/poseHelpers.ts,tweenPose.adapter,param,"adapter: SceneAdapter<TObject, TPose>",
src/animation/poseHelpers.ts,tweenPose.opts,param,opts: TweenPoseOptions<TPose>,
src/animation/poseHelpers.ts,springPose,function,"(animator: Animator, adapter: SceneAdapter<TObject, TPose>, opts: SpringPoseOptions<TPose>) => AnimationHandle",
src/animation/poseHelpers.ts,springPose.animator,param,animator: Animator,
src/animation/poseHelpers.ts,springPose.adapter,param,"adapter: SceneAdapter<TObject, TPose>",
src/animation/poseHelpers.ts,springPose.opts,param,opts: SpringPoseOptions<TPose>,
src/animation/types.ts,EasingFn,type,(t: number) => number,
src/animation/types.ts,Interpolate,type,"(from: T, to: T, t: number) => T",
src/animation/types.ts,SpringPreset,interface,"{ stiffness, damping, mass }",
src/animation/types.ts,SpringPreset.stiffness,field,number,
src/animation/types.ts,SpringPreset.damping,field,number,
src/animation/types.ts,SpringPreset.mass,field,number,
src/animation/types.ts,SpringPresetName,type,'gentle' \,'wobbly' \
src/animation/types.ts,AnimationHandle,interface,"{ id, cancel }",
src/animation/types.ts,AnimationHandle.id,field,number,Monotonic id assigned by the animator.
src/animation/types.ts,AnimationHandle.cancel,field,void,Cancel this animation.
src/animation/types.ts,TweenOptions,interface,"{ from, to, ms, easing, interpolate, onTick, onDone, cancelKey }",
src/animation/types.ts,TweenOptions.from,field,T,
src/animation/types.ts,TweenOptions.to,field,T,
src/animation/types.ts,TweenOptions.ms,field,number,
src/animation/types.ts,TweenOptions.easing?,field,EasingFn,
src/animation/types.ts,TweenOptions.interpolate?,field,Interpolate<T>,Required when T is not number.
src/animation/types.ts,TweenOptions.onTick,field,(value: T) => void,
src/animation/types.ts,TweenOptions.onDone?,field,() => void,
src/animation/types.ts,TweenOptions.cancelKey?,field,string,Any new animation passed the same cancelKey cancels the prior one in flight.
src/animation/types.ts,SpringOptions,interface,"{ from, to, velocity, preset, stiffness, damping, mass, interpolate, add, subtract, ... }",
src/animation/types.ts,SpringOptions.from,field,T,
src/animation/types.ts,SpringOptions.to,field,T,
src/animation/types.ts,SpringOptions.velocity?,field,T,Initial velocity in T-units per second.
src/animation/types.ts,SpringOptions.preset?,field,SpringPresetName,
src/animation/types.ts,SpringOptions.stiffness?,field,number,
src/animation/types.ts,SpringOptions.damping?,field,number,
src/animation/types.ts,SpringOptions.mass?,field,number,
src/animation/types.ts,SpringOptions.interpolate?,field,Interpolate<T>,
src/animation/types.ts,SpringOptions.add?,field,"(a: T, b: T) => T",Vector helpers — required for non-numeric T.
src/animation/types.ts,SpringOptions.subtract?,field,"(a: T, b: T) => T",
src/animation/types.ts,SpringOptions.scale?,field,"(v: T, k: number) => T",
src/animation/types.ts,SpringOptions.magnitude?,field,(v: T) => number,
src/animation/types.ts,SpringOptions.restThreshold?,field,number,Velocity magnitude below which the spring is considered settled.
src/animation/types.ts,SpringOptions.onTick,field,(value: T) => void,
src/animation/types.ts,SpringOptions.onDone?,field,() => void,
src/animation/types.ts,SpringOptions.cancelKey?,field,string,
src/animation/types.ts,DecayOptions,interface,"{ from, velocity, friction, threshold, add, scale, magnitude, onTick, onDone, cancelKey }",
src/animation/types.ts,DecayOptions.from,field,T,
src/animation/types.ts,DecayOptions.velocity,field,T,
src/animation/types.ts,DecayOptions.friction?,field,number,"Per-second velocity multiplier in (0, 1)."
src/animation/types.ts,DecayOptions.threshold?,field,number,Velocity magnitude below which decay stops.
src/animation/types.ts,DecayOptions.add,field,"(a: T, b: T) => T",
src/animation/types.ts,DecayOptions.scale,field,"(v: T, k: number) => T",
src/animation/types.ts,DecayOptions.magnitude,field,(v: T) => number,
src/animation/types.ts,DecayOptions.onTick,field,(value: T) => void,
src/animation/types.ts,DecayOptions.onDone?,field,() => void,
src/animation/types.ts,DecayOptions.cancelKey?,field,string,
src/animation/types.ts,UseAnimatorOptions,interface,"{ now, requestFrame, cancelFrame }",
src/animation/types.ts,UseAnimatorOptions.now?,field,() => number,Optional clock injection for tests.
src/animation/types.ts,UseAnimatorOptions.requestFrame?,field,(cb: (t: number) => void) => number,Optional rAF / cAF injection for tests.
src/animation/types.ts,UseAnimatorOptions.cancelFrame?,field,(handle: number) => void,
src/animation/types.ts,Animator,interface,"{ tween, spring, decay, cancel, cancelKey, cancelAll, isActive }",
src/animation/types.ts,Animator.tween,field,AnimationHandle,
src/animation/types.ts,Animator.spring,field,AnimationHandle,
src/animation/types.ts,Animator.decay,field,AnimationHandle,
src/animation/types.ts,Animator.cancel,field,void,Cancel a specific animation by handle.
src/animation/types.ts,Animator.cancelKey,field,void,Cancel every animation currently active under key.
src/animation/types.ts,Animator.cancelAll,field,void,Cancel everything.
src/animation/types.ts,Animator.isActive,field,boolean,True iff at least one animation is active.
src/animation/useAnimator.ts,useAnimator,hook,(opts: UseAnimatorOptions = {}) => Animator,
src/animation/useAnimator.ts,useAnimator.opts,param,opts: UseAnimatorOptions = {},
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation,interface,"{ enterFrom, exitTo, ms, easing, geometry }",
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation.enterFrom?,field,(final: TPose) => TPose,Pose to animate the new object FROM at insert.
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation.exitTo?,field,(current: TPose) => TPose,Pose to animate the existing object TO at remove.
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation.ms?,field,number,
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation.easing?,field,EasingFn,
src/animation/wrappers/animateLifecycle.ts,LifecycleAnimation.geometry?,field,PoseDescriptor<TPose>,
src/animation/wrappers/animateLifecycle.ts,animateLifecycle,function,"(adapter: SceneAdapter<TObject, TPose>, animator: Animator, opts: LifecycleAnimation<TPose>) => SceneAdapter<TObject, TPose>",
src/animation/wrappers/animateLifecycle.ts,animateLifecycle.adapter,param,"adapter: SceneAdapter<TObject, TPose>",
src/animation/wrappers/animateLifecycle.ts,animateLifecycle.animator,param,animator: Animator,
src/animation/wrappers/animateLifecycle.ts,animateLifecycle.opts,param,opts: LifecycleAnimation<TPose>,
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions,interface,"{ ms, easing, spring, geometry, shouldAnimate, skipDuringGesture, gestureScope, opLabel }",
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.ms?,field,number,Default: 200ms tween with easeOut.
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.easing?,field,EasingFn,
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.spring?,field,{ preset?: SpringPresetName; stiffness?: number; damping?: number; mass?: number; },Use a spring instead of a duration tween.
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.geometry?,field,PoseDescriptor<TPose>,
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.shouldAnimate?,field,"(id: string, from: TPose, to: TPose) => boolean",Predicate: return false to skip animation and write through immediately.
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.skipDuringGesture?,field,boolean,"Convenience: when true, auto-skip animation if the id is currently being manipulated by an active gesture."
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.gestureScope?,field,ReadonlySet<string>,Optional: a Set the kit (or app) populates with ids currently being manipulated by a gesture.
src/animation/wrappers/animateOnSetPose.ts,AnimateOnSetPoseOptions.opLabel?,field,string,Op label for the recorded transform op.
src/animation/wrappers/animateOnSetPose.ts,animateOnSetPose,function,"(adapter: SceneAdapter<TObject, TPose>, animator: Animator, opts: AnimateOnSetPoseOptions<TPose> = {}) => SceneAdapter<TObject, TPose>",
src/animation/wrappers/animateOnSetPose.ts,animateOnSetPose.adapter,param,"adapter: SceneAdapter<TObject, TPose>",
src/animation/wrappers/animateOnSetPose.ts,animateOnSetPose.animator,param,animator: Animator,
src/animation/wrappers/animateOnSetPose.ts,animateOnSetPose.opts,param,opts: AnimateOnSetPoseOptions<TPose> = {},
src/animation/wrappers/index.ts,animateOnSetPose,reexport,re-export from './animateOnSetPose',
src/animation/wrappers/index.ts,AnimateOnSetPoseOptions,reexport,re-export from './animateOnSetPose',
src/animation/wrappers/index.ts,animateLifecycle,reexport,re-export from './animateLifecycle',
src/animation/wrappers/index.ts,LifecycleAnimation,reexport,re-export from './animateLifecycle',
src/canvas/Canvas.tsx,STANDARD_SLOTS,const,"[ 'grid', 'cellHighlight', 'scene', 'selectionOverlay', ] as const",Standard slot names — render in this canonical order.
src/canvas/Canvas.tsx,StandardSlotName,type,"Exclude<(typeof STANDARD_SLOTS)[number], 'cellHighlight'>",Names of the slots <Canvas> supports out of the box (excluding the implicit cell-highlight overlay).
src/canvas/Canvas.tsx,GridSlotConfig,type,GridLayerOpts & { /** Cell-highlight overlay; omit or set to null to skip. */ highlight?: CellHighlightLayerOpts \,null; }
src/canvas/Canvas.tsx,SceneSlotConfig,interface,"{ objects, toPose, drawOne, ghostAlpha }",Scene slot config — describes how to draw one object with its effective pose.
src/canvas/Canvas.tsx,SceneSlotConfig.objects?,field,TObject[],Override adapter.getObjects() for the object iteration.
src/canvas/Canvas.tsx,SceneSlotConfig.toPose?,field,(obj: TObject) => TPose,Project an object to its committed pose.
src/canvas/Canvas.tsx,SceneSlotConfig.drawOne,field,"(ctx: CanvasRenderingContext2D, obj: TObject, pose: TPose, view: View) => void",Draw a single object given its effective pose.
src/canvas/Canvas.tsx,SceneSlotConfig.ghostAlpha?,field,number,Default ghost alpha for the move-overlay slot.
src/canvas/Canvas.tsx,SelectionOverlaySlotConfig,type,"Omit< SelectionOverlayLayerOpts<TPose>, 'getSelection' \",'getPose' > & { /** Override the auto-wired pose lookup (overlay-aware → adapter fallback). */ poseById?: (id: string) => TPose \
src/canvas/Canvas.tsx,CustomLayerEntry,interface,"{ layer, after, before }",Custom layer entry — any key not in STANDARD_SLOTS.
src/canvas/Canvas.tsx,CustomLayerEntry.layer,field,RenderLayer<unknown>,
src/canvas/Canvas.tsx,CustomLayerEntry.after?,field,StandardSlotName,Insert immediately after the named standard slot.
src/canvas/Canvas.tsx,CustomLayerEntry.before?,field,StandardSlotName,Insert immediately before the named standard slot.
src/canvas/Canvas.tsx,StandardSlotConfig,type,\,GridSlotConfig \
src/canvas/Canvas.tsx,LayerSlotValue,type,\,"StandardSlotConfig<TObject, TPose> \"
src/canvas/Canvas.tsx,LayersMap,type,{ grid?: GridSlotConfig \,"null; scene?: SceneSlotConfig<TObject, TPose> \"
src/canvas/Canvas.tsx,CanvasSelectionMode,type,'single' \,'multi' \
src/canvas/Canvas.tsx,CanvasProps,interface,"{ width, height, adapter, items, setItems, toPose, fromPose, createDefault, poseBounds, intersectsRect, ... }","Props for the top-level <Canvas> component — combines viewport, scene, gesture controllers, and slot overrides."
src/canvas/Canvas.tsx,CanvasProps.width,field,number,CSS-pixel width.
src/canvas/Canvas.tsx,CanvasProps.height,field,number,CSS-pixel height.
src/canvas/Canvas.tsx,CanvasProps.adapter?,field,"MoveAdapter<TObject, TPose> & ResizeAdapter<TObject, TPose> & RotateAdapter<TObject, TPose>",Combined adapter.
src/canvas/Canvas.tsx,CanvasProps.items?,field,TObject[],"Inline scene wiring: when adapter is omitted and items/setItems are provided, Canvas synthesizes an arrayAdapter internally (via useArrayAdapter)."
src/canvas/Canvas.tsx,CanvasProps.setItems?,field,"UseArrayAdapterOptions<TObject, TPose>['setItems']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.toPose?,field,"UseArrayAdapterOptions<TObject, TPose>['toPose']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.fromPose?,field,"UseArrayAdapterOptions<TObject, TPose>['fromPose']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.createDefault?,field,"UseArrayAdapterOptions<TObject, TPose>['createDefault']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.poseBounds?,field,"UseArrayAdapterOptions<TObject, TPose>['poseBounds']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.intersectsRect?,field,"UseArrayAdapterOptions<TObject, TPose>['intersectsRect']",@deprecated Use useScene({ items }) + <SceneCanvas>.
src/canvas/Canvas.tsx,CanvasProps.selectionMode?,field,CanvasSelectionMode,Selection semantics.
src/canvas/Canvas.tsx,CanvasProps.layers,field,"LayersMap<TObject, TPose>",Layer map.
src/canvas/Canvas.tsx,CanvasProps.selection?,field,SelectionApi,--- Internal hook configuration ---
src/canvas/Canvas.tsx,CanvasProps.selectionOptions?,field,UseSelectionOptions,
src/canvas/Canvas.tsx,CanvasProps.geometry?,field,PoseDescriptor<TPose>,Pose↔bounds projection.
src/canvas/Canvas.tsx,CanvasProps.pickEvery?,field,"(worldX: number, worldY: number) => string \",string[] \
src/canvas/Canvas.tsx,CanvasProps.boundsOf?,field,(id: string) => Bounds \,null
src/canvas/Canvas.tsx,CanvasProps.clientToWorld?,field,"(canvas: HTMLCanvasElement, cx: number, cy: number) => [number, number]",
src/canvas/Canvas.tsx,CanvasProps.onPointerDown?,field,React.PointerEventHandler<HTMLCanvasElement>,--- Per-event overrides — replace the auto-built handler entirely ---
src/canvas/Canvas.tsx,CanvasProps.onPointerMove?,field,React.PointerEventHandler<HTMLCanvasElement>,
src/canvas/Canvas.tsx,CanvasProps.onPointerUp?,field,React.PointerEventHandler<HTMLCanvasElement>,
src/canvas/Canvas.tsx,CanvasProps.onPointerCancel?,field,React.PointerEventHandler<HTMLCanvasElement>,
src/canvas/Canvas.tsx,CanvasProps.background?,field,string,--- Visuals / DOM passthrough ---
src/canvas/Canvas.tsx,CanvasProps.className?,field,string,
src/canvas/Canvas.tsx,CanvasProps.style?,field,React.CSSProperties,
src/canvas/Canvas.tsx,CanvasProps.tabIndex?,field,number,
src/canvas/Canvas.tsx,CanvasProps.autoFocusOnPointerDown?,field,boolean,
src/canvas/Canvas.tsx,CanvasProps.tools?,field,import('../tools/useTools').ToolsApi,Tool primitive substrate.
src/canvas/Canvas.tsx,CanvasProps.gestures?,field,GesturesConfig<TPose>,
src/canvas/Canvas.tsx,CanvasProps.view?,field,View,Controlled viewport.
src/canvas/Canvas.tsx,CanvasProps.defaultView?,field,View,Initial viewport for the uncontrolled path.
src/canvas/Canvas.tsx,CanvasProps.onViewChange?,field,(next: View) => void,Fires whenever the viewport changes — in both controlled and uncontrolled modes.
src/canvas/Canvas.tsx,CanvasProps.viewBounds?,field,{ x: number; y: number; width: number; height: number },Optional world-space rect that constrains pan.
src/canvas/Canvas.tsx,CanvasProps.helpersRef?,field,React.MutableRefObject<CanvasHelpers<TPose> \,null>
src/canvas/Canvas.tsx,CanvasProps.debug?,field,DebugConfig \,false
src/canvas/Canvas.tsx,CanvasProps.debugSinkRef?,field,React.MutableRefObject<(DebugSink & { snapshot(): DebugSnapshot }) \,null>
src/canvas/Canvas.tsx,DeleteGestureConfig,interface,"{ label, filter }",Per-action config for the gestures prop.
src/canvas/Canvas.tsx,DeleteGestureConfig.label?,field,string,
src/canvas/Canvas.tsx,DeleteGestureConfig.filter?,field,(ids: string[]) => string[],
src/canvas/Canvas.tsx,NudgeGestureConfig,interface,"{ step, shiftStep, label, translatePose }",
src/canvas/Canvas.tsx,NudgeGestureConfig.step?,field,number,
src/canvas/Canvas.tsx,NudgeGestureConfig.shiftStep?,field,number,
src/canvas/Canvas.tsx,NudgeGestureConfig.label?,field,string,
src/canvas/Canvas.tsx,NudgeGestureConfig.translatePose?,field,"(pose: TPose, dx: number, dy: number) => TPose",Override pose translation.
src/canvas/Canvas.tsx,DuplicateGestureConfig,interface,"{ cloneObject, offset, label }",
src/canvas/Canvas.tsx,DuplicateGestureConfig.cloneObject,field,"(id: string, offset: { dx: number; dy: number }) => { id: string }",
src/canvas/Canvas.tsx,DuplicateGestureConfig.offset?,field,{ dx: number; dy: number },
src/canvas/Canvas.tsx,DuplicateGestureConfig.label?,field,string,
src/canvas/Canvas.tsx,UndoRedoGestureConfig,interface,{ adapter },
src/canvas/Canvas.tsx,UndoRedoGestureConfig.adapter,field,UndoRedoAdapter,Source of the undo/redo stack — typically a Scene or History.
src/canvas/Canvas.tsx,GesturesConfig,interface,"{ delete, nudge, duplicate, undoRedo }",
src/canvas/Canvas.tsx,GesturesConfig.delete?,field,boolean \,DeleteGestureConfig
src/canvas/Canvas.tsx,GesturesConfig.nudge?,field,boolean \,NudgeGestureConfig<TPose>
src/canvas/Canvas.tsx,GesturesConfig.duplicate?,field,DuplicateGestureConfig,Bind Mod+D to duplicate the current selection.
src/canvas/Canvas.tsx,GesturesConfig.undoRedo?,field,UndoRedoGestureConfig,Bind Mod+Z / Mod+Shift+Z to undo/redo against the supplied adapter.
src/canvas/Canvas.tsx,CanvasHelpers,interface,"{ getEffectivePose, getEffectiveBounds }",Live overlay-aware lookups exposed to custom layers via helpersRef.
src/canvas/Canvas.tsx,CanvasHelpers.getEffectivePose,field,TPose \,null
src/canvas/Canvas.tsx,CanvasHelpers.getEffectiveBounds,field,Bounds \,null
src/canvas/Canvas.tsx,Canvas,const,"forwardRef(CanvasInner) as < TObject extends { id: string } = { id: string }, TPose = TObject, >( props: CanvasProps<TOb",Forward-ref'd <canvas> wrapper.
src/canvas/SceneCanvas.tsx,SceneCanvasProps,type,"Omit< CanvasProps<Node<TData, TLayer, TPose>, TPose>, \",'adapter' \
src/canvas/SceneCanvas.tsx,SceneCanvas,const,"forwardRef(SceneCanvasInner) as < TData, TLayer extends string, TPose, >( props: SceneCanvasProps<TData, TLayer, TPose> ",
src/canvas/sceneAdapter.ts,SceneAdapterSelection,interface,"{ get, set, getSelection, setSelection }",Minimal selection contract sceneToAdapter needs to wire getSelection / setSelection.
src/canvas/sceneAdapter.ts,SceneAdapterSelection.get?,field,string[],
src/canvas/sceneAdapter.ts,SceneAdapterSelection.set?,field,void,
src/canvas/sceneAdapter.ts,SceneAdapterSelection.getSelection?,field,string[],
src/canvas/sceneAdapter.ts,SceneAdapterSelection.setSelection?,field,void,
src/canvas/sceneAdapter.ts,SceneCanvasAdapter,type,"& MoveAdapter<Node<TData, TLayer, TPose>, TPose> & ResizeAdapter<Node<TData, TLayer, TPose>, TPose> & RotateAdapter<Node<TData, TLayer, TPose>, TPose> & AreaSelectAdapter & Partial<InsertAdapter<Node<...",
